id	genres	title
1829	Drama,Romance	Chinese,Box,1997
1830	Comedy	Follow,the,Bitch,1998
1831	Action,Sci-Fi,Thriller	Lost,in,Space,1998
1832	Action,Drama	Heaven's,Burning,1997
1833	Action,Drama,Thriller	Mercury,Rising,1998
1834	Drama,Thriller	Spanish,Prisoner,The,1997
1835	Romance	City,of,Angels,1998
1836	Drama	Last,Days,of,Disco,The,1998
1837	Comedy	Odd,Couple,II,The,1998
1839	Comedy	My,Giant,1998
1840	Drama	He,Got,Game,1998
1841	Drama,Thriller	Gingerbread,Man,The,1998
1842	Crime,Drama	Illtown,1996
1843	Children's,Comedy	Slappy,and,the,Stinkers,1998
1844	Drama	Live,Flesh,1997
1845	Comedy,Thriller	Zero,Effect,1998
1846	Drama	Nil,By,Mouth,1997
1847	Drama,Thriller	Ratchet,1996
1848	Adventure,Children's,Comedy,Fantasy	Borrowers,The,1997
1849	Adventure	Prince,Valiant,1997
1850	Drama,Romance	I,Love,You,Don't,Touch,Me!,1998
1851	Drama,Romance	Leather,Jacket,Love,Story,1997
1852	Drama,Thriller	Love,Walked,In,1998
1853	Comedy	Alan,Smithee,Film:,Burn,Hollywood,Burn,An,1997
1854	Comedy,Romance	Kissing,a,Fool,1998
1855	Comedy	Krippendorf's,Tribe,1998
1856	Documentary,Musical	Kurt,&,Courtney,1998
1857	Comedy	Real,Blonde,The,1997
1858	Action,Comedy	Mr.,Nice,Guy,1997
1859	Drama	Taste,of,Cherry,1997
1860	Drama	Character,Karakter,1997
1861	Comedy,Thriller	Junk,Mail,1997
1862	Horror,Sci-Fi	Species,II,1998
1863	Comedy	Major,League:,Back,to,the,Minors,1998
1864	Comedy	Sour,Grapes,1998
1865	Documentary	Wild,Man,Blues,1998
1866	Action,Comedy	Big,Hit,The,1998
1867	Action,Adventure	Tarzan,and,the,Lost,City,1998
1868	Drama,War	Truce,The,1996
1869	Action,Thriller	Black,Dog,1998
1870	Comedy,Drama	Dancer,Texas,Pop.,81,1998
1871	Comedy,Drama	Friend,of,the,Deceased,A,1997
1872	Drama	Go,Now,1995
1873	Drama	Misérables,Les,1998
1874	Comedy,Romance	Still,Breathing,1997
1875	Comedy	Clockwatchers,1997
1876	Action,Drama,Sci-Fi,Thriller	Deep,Impact,1998
1877	Drama	Little,Men,1998
1878	Comedy,Romance	Woo,1998
1879	Drama	Hanging,Garden,The,1997
1880	Drama	Lawn,Dogs,1997
1881	Adventure,Animation,Children's,Fantasy	Quest,for,Camelot,1998
1882	Action,Sci-Fi	Godzilla,1998
1883	Comedy	Bulworth,1998
1884	Comedy,Drama	Fear,and,Loathing,in,Las,Vegas,1998
1885	Comedy,Drama	Opposite,of,Sex,The,1998
1886	Comedy	I,Got,the,Hook,Up,1998
1887	Adventure,Comedy	Almost,Heroes,1998
1888	Comedy,Drama,Romance	Hope,Floats,1998
1889	Thriller	Insomnia,1997
1890	Drama	Little,Boy,Blue,1997
1891	Horror,Thriller	Ugly,The,1997
1892	Mystery,Thriller	Perfect,Murder,A,1998
1893	Drama	Beyond,Silence,1996
1894	Adventure,Comedy,Romance	Six,Days,Seven,Nights,1998
1895	Comedy,Drama,Romance	Can't,Hardly,Wait,1998
1896	Comedy	Cousin,Bette,1998
1897	Drama,Romance	High,Art,1998
1898	Drama,War	Land,Girls,The,1998
1899	Adventure,Drama	Passion,in,the,Desert,1998
1900	Drama	Children,of,Heaven,The,Bacheha-Ye,Aseman,1997
1901	Documentary	Dear,Jesse,1997
1902	Drama,Romance	Dream,for,an,Insomniac,1996
1903	Comedy	Hav,Plenty,1997
1904	Comedy,Drama	Henry,Fool,1997
1905	Drama	Marie,Baie,Des,Anges,1997
1906	Comedy,Romance	Mr.,Jealousy,1997
1907	Animation,Children's	Mulan,1998
1908	Drama,Thriller	Resurrection,Man,1998
1909	Mystery,Sci-Fi,Thriller	X-Files:,Fight,the,Future,The,1998
1910	Action,Comedy,Crime	I,Went,Down,1997
1911	Comedy	Doctor,Dolittle,1998
1912	Action,Crime,Romance	Out,of,Sight,1998
1913	Drama,Mystery	Picnic,at,Hanging,Rock,1975
1914	Comedy,Drama	Smoke,Signals,1998
1915	Drama	Voyage,to,the,Beginning,of,the,World,1997
1916	Action,Comedy,Drama	Buffalo,66,1998
1917	Action,Adventure,Sci-Fi,Thriller	Armageddon,1998
1918	Action,Comedy,Crime,Drama	Lethal,Weapon,4,1998
1919	Children's,Comedy	Madeline,1998
1920	Animation,Children's,Fantasy,War	Small,Soldiers,1998
1921	Sci-Fi,Thriller	Pi,1998
1922	Drama	Whatever,1998
1923	Comedy	There's,Something,About,Mary,1998
1924	Horror,Sci-Fi	Plan,9,from,Outer,Space,1958
1925	Drama,Romance,War	Wings,1927
1926	Musical	Broadway,Melody,The,1929
1927	War	All,Quiet,on,the,Western,Front,1930
1928	Western	Cimarron,1931
1929	Drama	Grand,Hotel,1932
1930	Drama	Cavalcade,1933
1931	Adventure	Mutiny,on,the,Bounty,1935
1932	Musical	Great,Ziegfeld,The,1936
1933	Drama	Life,of,Émile,Zola,The,1937
1934	Comedy	You,Can't,Take,It,With,You,1938
1935	Drama	How,Green,Was,My,Valley,1941
1936	Drama,War	Mrs.,Miniver,1942
1937	Comedy	Going,My,Way,1944
1938	Drama	Lost,Weekend,The,1945
1939	Drama,War	Best,Years,of,Our,Lives,The,1946
1940	Drama	Gentleman's,Agreement,1947
1941	Drama	Hamlet,1948
1942	Drama	All,the,King's,Men,1949
1943	Drama	Greatest,Show,on,Earth,The,1952
1944	Drama,Romance,War	From,Here,to,Eternity,1953
1945	Crime,Drama	On,the,Waterfront,1954
1946	Drama,Romance	Marty,1955
1947	Musical,Romance	West,Side,Story,1961
1948	Comedy	Tom,Jones,1963
1949	Drama	Man,for,All,Seasons,A,1966
1950	Drama,Mystery	In,the,Heat,of,the,Night,1967
1951	Musical	Oliver!,1968
1952	Drama	Midnight,Cowboy,1969
1953	Action,Crime,Drama,Thriller	French,Connection,The,1971
1954	Action,Drama	Rocky,1976
1955	Drama	Kramer,Vs.,Kramer,1979
1956	Drama	Ordinary,People,1980
1957	Drama	Chariots,of,Fire,1981
1958	Comedy,Drama	Terms,of,Endearment,1983
1959	Drama,Romance	Out,of,Africa,1985
1960	Drama,War	Last,Emperor,The,1987
1961	Drama	Rain,Man,1988
1962	Drama	Driving,Miss,Daisy,1989
1963	Comedy	Take,the,Money,and,Run,1969
1964	Drama,Mystery	Klute,1971
1965	Comedy,Sci-Fi	Repo,Man,1984
1966	Comedy	Metropolitan,1990
1967	Adventure,Children's,Fantasy	Labyrinth,1986
1968	Comedy,Drama	Breakfast,Club,The,1985
1969	Horror	Nightmare,on,Elm,Street,Part,2:,Freddy's,Revenge,A,1985
1970	Horror	Nightmare,on,Elm,Street,3:,Dream,Warriors,A,1987
1971	Horror	Nightmare,on,Elm,Street,4:,The,Dream,Master,A,1988
1972	Horror	Nightmare,on,Elm,Street,5:,The,Dream,Child,A,1989
1973	Horror	Freddy's,Dead:,The,Final,Nightmare,1991
1974	Horror	Friday,the,13th,1980
1975	Horror	Friday,the,13th,Part,2,1981
1976	Horror	Friday,the,13th,Part,3:,3D,1982
1977	Horror	Friday,the,13th:,The,Final,Chapter,1984
1978	Horror	Friday,the,13th,Part,V:,A,New,Beginning,1985
1979	Horror	Friday,the,13th,Part,VI:,Jason,Lives,1986
1980	Horror	Friday,the,13th,Part,VII:,The,New,Blood,1988
1981	Horror	Friday,the,13th,Part,VIII:,Jason,Takes,Manhattan,1989
1982	Horror	Halloween,1978
1983	Horror	Halloween,II,1981
1984	Horror	Halloween,III:,Season,of,the,Witch,1983
1985	Horror	Halloween,4:,The,Return,of,Michael,Myers,1988
1986	Horror	Halloween,5:,The,Revenge,of,Michael,Myers,1989
1987	Horror	Prom,Night,1980
1988	Horror	Hello,Mary,Lou:,Prom,Night,II,1987
1989	Horror	Prom,Night,III:,The,Last,Kiss,1989
1990	Horror	Prom,Night,IV:,Deliver,Us,From,Evil,1992
1991	Horror	Child's,Play,1988
1992	Horror	Child's,Play,2,1990
1993	Horror	Child's,Play,3,1992
1994	Horror,Thriller	Poltergeist,1982
1995	Horror,Thriller	Poltergeist,II:,The,Other,Side,1986
1996	Horror,Thriller	Poltergeist,III,1988
1997	Horror	Exorcist,The,1973
1998	Horror	Exorcist,II:,The,Heretic,1977
1999	Horror	Exorcist,III,The,1990
2000	Action,Comedy,Crime,Drama	Lethal,Weapon,1987
2001	Action,Comedy,Crime,Drama	Lethal,Weapon,2,1989
2002	Action,Comedy,Crime,Drama	Lethal,Weapon,3,1992
2003	Comedy,Horror	Gremlins,1984
2004	Comedy,Horror	Gremlins,2:,The,New,Batch,1990
2005	Adventure,Children's,Fantasy	Goonies,The,1985
2006	Action,Adventure,Romance	Mask,of,Zorro,The,1998
2007	Comedy	Polish,Wedding,1998
2008	Crime,Drama,Film-Noir	This,World,Then,the,Fireworks,1996
2009	Sci-Fi,Thriller	Soylent,Green,1973
2010	Sci-Fi	Metropolis,1926
2011	Comedy,Sci-Fi	Back,to,the,Future,Part,II,1989
2012	Comedy,Sci-Fi,Western	Back,to,the,Future,Part,III,1990
2013	Action,Adventure	Poseidon,Adventure,The,1972
2014	Children's,Comedy	Freaky,Friday,1977
2015	Children's,Comedy,Fantasy	Absent,Minded,Professor,The,1961
2016	Children's,Comedy,Western	Apple,Dumpling,Gang,Rides,Again,The,1979
2017	Children's,Fantasy,Musical	Babes,in,Toyland,1961
2018	Animation,Children's	Bambi,1942
2019	Action,Drama	Seven,Samurai,The,Magnificent,Seven,Shichinin,no,samurai,1954
2020	Drama,Romance	Dangerous,Liaisons,1988
2021	Fantasy,Sci-Fi	Dune,1984
2022	Drama	Last,Temptation,of,Christ,The,1988
2023	Action,Crime,Drama	Godfather:,Part,III,The,1990
2024	Drama,Mystery	Rapture,The,1991
2025	Drama,Romance	Lolita,1997
2026	Horror,Thriller	Disturbing,Behavior,1998
2027	Comedy,Crime	Mafia!,1998
2028	Action,Drama,War	Saving,Private,Ryan,1998
2029	Comedy,Romance	Billy's,Hollywood,Screen,Kiss,1997
2030	Drama	East,Palace,West,Palace,Dong,gong,xi,gong,1997
2031	Children's,Comedy	$1000000,Duck,1971
2032	Children's,Comedy	Barefoot,Executive,The,1971
2033	Animation,Children's	Black,Cauldron,The,1985
2034	Sci-Fi	Black,Hole,The,1979
2035	Children's,Comedy	Blackbeard's,Ghost,1968
2036	Children's,Comedy	Blank,Check,1994
2037	Adventure,Children's,Comedy	Candleshoe,1977
2038	Children's,Comedy,Sci-Fi	Cat,from,Outer,Space,The,1978
2039	Adventure,Children's	Cheetah,1989
2040	Children's,Comedy	Computer,Wore,Tennis,Shoes,The,1970
2041	Action,Adventure,Children's,Comedy	Condorman,1981
2042	Children's,Comedy	D2:,The,Mighty,Ducks,1994
2043	Adventure,Children's,Fantasy	Darby,O'Gill,and,the,Little,People,1959
2044	Comedy	Devil,and,Max,Devlin,The,1981
2045	Adventure,Children's,Drama,Romance	Far,Off,Place,A,1993
2046	Adventure,Children's,Sci-Fi	Flight,of,the,Navigator,1986
2047	Children's	Gnome-Mobile,The,1967
2048	Animation,Children's	Great,Mouse,Detective,The,1986
2049	Comedy,Musical	Happiest,Millionaire,The,1967
2050	Adventure,Children's,Comedy	Herbie,Goes,Bananas,1980
2051	Adventure,Children's,Comedy	Herbie,Goes,to,Monte,Carlo,1977
2052	Children's,Comedy	Hocus,Pocus,1993
2053	Children's,Comedy,Sci-Fi	Honey,I,Blew,Up,the,Kid,1992
2054	Adventure,Children's,Comedy,Fantasy,Sci-Fi	Honey,I,Shrunk,the,Kids,1989
2055	Comedy,Western	Hot,Lead,and,Cold,Feet,1978
2056	Adventure,Children's	In,Search,of,the,Castaways,1962
2057	Adventure,Children's	Incredible,Journey,The,1963
2058	Action,Thriller	Negotiator,The,1998
2059	Children's,Drama	Parent,Trap,The,1998
2060	Comedy	BASEketball,1998
2061	Documentary	Full,Tilt,Boogie,1997
2062	Drama,Romance	Governess,The,1998
2063	Drama,Romance	Seventh,Heaven,Le,Septième,ciel,1997
2064	Comedy,Documentary	Roger,&,Me,1989
2065	Comedy,Drama,Romance	Purple,Rose,of,Cairo,The,1985
2066	Film-Noir	Out,of,the,Past,1947
2067	Drama,Romance,War	Doctor,Zhivago,1965
2068	Drama	Fanny,and,Alexander,1982
2069	Drama	Trip,to,Bountiful,The,1985
2070	Drama	Tender,Mercies,1983
2071	Drama	And,the,Band,Played,On,1993
2072	Comedy	'burbs,The,1989
2073	Comedy	Fandango,1985
2074	Drama	Night,Porter,The,Il,Portiere,di,notte,1974
2075	Drama,War	Mephisto,1981
2076	Drama,Mystery	Blue,Velvet,1986
2077	Adventure,Children's	Journey,of,Natty,Gann,The,1985
2078	Animation,Children's,Comedy,Musical	Jungle,Book,The,1967
2079	Children's,Drama	Kidnapped,1960
2080	Animation,Children's,Comedy,Musical,Romance	Lady,and,the,Tramp,1955
2081	Animation,Children's,Comedy,Musical,Romance	Little,Mermaid,The,1989
2082	Children's,Comedy	Mighty,Ducks,The,1992
2083	Children's,Musical	Muppet,Christmas,Carol,The,1992
2084	Children's,Musical	Newsies,1992
2085	Animation,Children's	101,Dalmatians,1961
2086	Drama,Fantasy	One,Magic,Christmas,1985
2087	Animation,Children's,Fantasy,Musical	Peter,Pan,1953
2088	Adventure,Comedy,Musical	Popeye,1980
2089	Animation,Children's	Rescuers,Down,Under,The,1990
2090	Animation,Children's	Rescuers,The,1977
2091	Children's,Sci-Fi	Return,from,Witch,Mountain,1978
2092	Animation,Children's,Musical	Return,of,Jafar,The,1993
2093	Adventure,Children's,Fantasy,Sci-Fi	Return,to,Oz,1985
2094	Action,Adventure,Sci-Fi	Rocketeer,The,1991
2095	Children's,Comedy	Shaggy,D.A.,The,1976
2096	Animation,Children's,Musical	Sleeping,Beauty,1959
2097	Children's,Horror	Something,Wicked,This,Way,Comes,1983
2098	Children's,Comedy	Son,of,Flubber,1963
2099	Adventure,Animation,Children's,Musical	Song,of,the,South,1946
2100	Comedy,Fantasy,Romance	Splash,1984
2101	Adventure,Drama	Squanto:,A,Warrior's,Tale,1994
2102	Animation,Children's,Comedy,Musical	Steamboat,Willie,1940
2103	Adventure,Children's	Tall,Tale,1994
2104	Drama	Tex,1982
2105	Action,Adventure,Fantasy,Sci-Fi	Tron,1982
2106	Drama,War	Swing,Kids,1993
2107	Horror,Thriller	Halloween:,H20,1998
2108	Comedy,Romance	L.A.,Story,1991
2109	Comedy	Jerk,The,1979
2110	Comedy,Crime,Thriller	Dead,Men,Don't,Wear,Plaid,1982
2111	Comedy	Man,with,Two,Brains,The,1983
2112	Crime,Drama	Grand,Canyon,1991
2113	Horror,Thriller	Graveyard,Shift,1990
2114	Drama	Outsiders,The,1983
2115	Action,Adventure	Indiana,Jones,and,the,Temple,of,Doom,1984
2116	Adventure,Animation,Children's,Sci-Fi	Lord,of,the,Rings,The,1978
2117	Drama,Sci-Fi	Nineteen,Eighty-Four,1984
2118	Horror,Thriller	Dead,Zone,The,1983
2119	Horror	Maximum,Overdrive,1986
2120	Drama,Horror	Needful,Things,1993
2121	Horror,Thriller	Cujo,1983
2122	Horror,Thriller	Children,of,the,Corn,1984
2123	Animation,Children's	All,Dogs,Go,to,Heaven,1989
2124	Comedy	Addams,Family,The,1991
2125	Drama,Romance	Ever,After:,A,Cinderella,Story,1998
2126	Action,Crime,Mystery,Thriller	Snake,Eyes,1998
2127	Drama,Romance	First,Love,Last,Rites,1997
2128	Comedy	Safe,Men,1998
2129	Documentary	Saltmen,of,Tibet,The,1997
2130	Crime,Drama,Romance	Atlantic,City,1980
2131	Drama	Autumn,Sonata,Höstsonaten,,1978
2132	Drama	Who's,Afraid,of,Virginia,Woolf?,1966
2133	Adventure,Comedy	Adventures,in,Babysitting,1987
2134	Comedy	Weird,Science,1985
2135	Adventure,Musical	Doctor,Dolittle,1967
2136	Comedy	Nutty,Professor,The,1963
2137	Animation,Children's	Charlotte's,Web,1973
2138	Animation,Children's,Drama,Fantasy	Watership,Down,1978
2139	Animation,Children's	Secret,of,NIMH,The,1982
2140	Children's,Fantasy,Sci-Fi	Dark,Crystal,The,1982
2141	Animation,Children's,Comedy	American,Tail,An,1986
2142	Animation,Children's,Comedy	American,Tail:,Fievel,Goes,West,An,1991
2143	Adventure,Fantasy,Romance	Legend,1985
2144	Comedy	Sixteen,Candles,1984
2145	Comedy,Drama,Romance	Pretty,in,Pink,1986
2146	Drama,Romance	St.,Elmo's,Fire,1985
2147	Drama	Clan,of,the,Cave,Bear,The,1986
2148	Comedy,Horror	House,1986
2149	Comedy,Horror	House,II:,The,Second,Story,1987
2150	Comedy	Gods,Must,Be,Crazy,The,1980
2151	Comedy	Gods,Must,Be,Crazy,II,The,1989
2152	Children's,Comedy	Air,Bud:,Golden,Receiver,1998
2153	Action,Adventure	Avengers,The,1998
2154	Drama,Romance	How,Stella,Got,Her,Groove,Back,1998
2155	Comedy	Slums,of,Beverly,Hills,The,1998
2156	Comedy,Drama	Best,Man,The,Il,Testimone,dello,sposo,1997
2157	Romance	Chambermaid,on,the,Titanic,The,1998
2158	Crime,Horror	Henry:,Portrait,of,a,Serial,Killer,Part,2,1996
2159	Crime,Horror	Henry:,Portrait,of,a,Serial,Killer,1990
2160	Horror,Thriller	Rosemary's,Baby,1968
2161	Adventure,Children's,Fantasy	NeverEnding,Story,The,1984
2162	Adventure,Children's,Fantasy	NeverEnding,Story,II:,The,Next,Chapter,The,1990
2163	Comedy,Horror	Attack,of,the,Killer,Tomatoes!,1980
2164	Drama	Surf,Nazis,Must,Die,1987
2165	Drama	Your,Friends,and,Neighbors,1998
2166	Drama,Romance	Return,to,Paradise,1998
2167	Action,Adventure,Horror	Blade,1998
2168	Drama,Romance	Dance,with,Me,1998
2169	Comedy	Dead,Man,on,Campus,1998
2170	Action,Comedy	Wrongfully,Accused,1998
2171	Comedy,Drama,Romance	Next,Stop,Wonderland,1998
2172	Comedy	Strike!,a.k.a.,All,I,Wanna,Do,The,Hairy,Bird,1998
2173	Adventure,Fantasy,Sci-Fi	Navigator:,A,Mediaeval,Odyssey,The,1988
2174	Comedy,Fantasy	Beetlejuice,1988
2175	Drama,Romance	Déjà,Vu,1997
2176	Thriller	Rope,1948
2177	Comedy,Thriller	Family,Plot,1976
2178	Thriller	Frenzy,1972
2179	Thriller	Topaz,1969
2180	Thriller	Torn,Curtain,1966
2181	Thriller	Marnie,1964
2182	Drama,Film-Noir,Thriller	Wrong,Man,The,1956
2183	Thriller	Man,Who,Knew,Too,Much,The,1956
2184	Mystery,Thriller	Trouble,with,Harry,The,1955
2185	Thriller	I,Confess,1953
2186	Film-Noir,Thriller	Strangers,on,a,Train,1951
2187	Mystery,Thriller	Stage,Fright,1950
2188	Drama	54,1998
2189	Animation	I,Married,A,Strange,Person,1997
2190	Drama	Why,Do,Fools,Fall,In,Love?,1998
2191	Comedy	Merry,War,A,1997
2192	Drama	See,the,Sea,Regarde,la,mer,1997
2193	Action,Adventure,Fantasy	Willow,1988
2194	Action,Crime,Drama	Untouchables,The,1987
2195	Comedy	Dirty,Work,1998
2196	Action	Knock,Off,1998
2197	Drama	Firelight,1997
2198	Documentary	Modulations,1998
2199	Crime,Drama	Phoenix,1998
2200	Drama	Under,Capricorn,1949
2201	Drama	Paradine,Case,The,1947
2202	Drama,Thriller,War	Lifeboat,1944
2203	Film-Noir,Thriller	Shadow,of,a,Doubt,1943
2204	Thriller	Saboteur,1942
2205	Comedy	Mr.,&,Mrs.,Smith,1941
2206	Mystery,Thriller	Suspicion,1941
2207	Drama	Jamaica,Inn,1939
2208	Comedy,Mystery,Romance,Thriller	Lady,Vanishes,The,1938
2209	Crime,Thriller	Young,and,Innocent,1937
2210	Thriller	Sabotage,1936
2211	Thriller	Secret,Agent,1936
2212	Thriller	Man,Who,Knew,Too,Much,The,1934
2213	Comedy,Musical	Waltzes,from,Vienna,1933
2214	Thriller	Number,Seventeen,1932
2215	Comedy,Romance	Rich,and,Strange,1932
2216	Drama	Skin,Game,The,1931
2217	Comedy,Musical	Elstree,Calling,1930
2218	Drama	Juno,and,Paycock,1930
2219	Mystery,Thriller	Murder!,1930
2220	Drama	Manxman,The,1929
2221	Thriller	Blackmail,1929
2222	Comedy	Champagne,1928
2223	Comedy	Farmer's,Wife,The,1928
2224	Drama	Downhill,1927
2225	Drama	Easy,Virtue,1927
2226	Drama	Ring,The,1927
2227	Thriller	Lodger,The,1926
2228	Drama	Mountain,Eagle,The,1926
2229	Drama	Pleasure,Garden,The,1925
2230	Comedy	Always,Tell,Your,Wife,1923
2231	Crime,Drama	Rounders,1998
2232	Sci-Fi,Thriller	Cube,1997
2233	Drama	Digging,to,China,1998
2234	Drama	Let's,Talk,About,Sex,1998
2235	Drama,War	One,Man's,Hero,1999
2236	Drama	Simon,Birch,1998
2237	Drama	Without,Limits,1998
2238	Comedy,Drama	Seven,Beauties,Pasqualino,Settebellezze,1976
2239	Comedy,Drama	Swept,Away,Travolti,da,un,insolito,destino,nell'azzurro,mare,d'Agosto,1975
2240	Drama	My,Bodyguard,1980
2241	Comedy	Class,1983
2242	Drama	Grandview,U.S.A.,1984
2243	Comedy,Drama,Romance	Broadcast,News,1987
2244	Comedy,Romance	Allnighter,The,1987
2245	Comedy,Drama	Working,Girl,1988
2246	Comedy	Stars,and,Bars,1988
2247	Comedy	Married,to,the,Mob,1988
2248	Comedy,Drama,Romance	Say,Anything...,1989
2249	Comedy	My,Blue,Heaven,1990
2250	Drama	Men,Don't,Leave,1990
2251	Comedy	Cabinet,of,Dr.,Ramirez,The,1991
2252	Comedy,Drama	Hero,1992
2253	Action,Comedy,Fantasy	Toys,1992
2254	Drama	Choices,1981
2255	Comedy	Young,Doctors,in,Love,1982
2256	Horror,Sci-Fi	Parasite,1982
2257	Comedy,Romance	No,Small,Affair,1984
2258	Action	Master,Ninja,I,1984
2259	Comedy,Romance	Blame,It,on,Rio,1984
2260	Action,Crime	Wisdom,1986
2261	Comedy	One,Crazy,Summer,1986
2262	Comedy,Drama,Romance	About,Last,Night...,1986
2263	Thriller	Seventh,Sign,The,1988
2264	Drama	We're,No,Angels,1989
2265	Adventure,Comedy	Nothing,But,Trouble,1991
2266	Comedy,Romance	Butcher's,Wife,The,1991
2267	Mystery,Thriller	Mortal,Thoughts,1991
2268	Crime,Drama	Few,Good,Men,A,1992
2269	Drama	Indecent,Proposal,1993
2270	Documentary	Century,of,Cinema,A,1994
2271	Drama	Permanent,Midnight,1998
2272	Drama	One,True,Thing,1998
2273	Action,Thriller	Rush,Hour,1998
2274	Drama	Lilian's,Story,1995
2275	Action,Adventure,Sci-Fi	Six-String,Samurai,1998
2276	Drama	Soldier's,Daughter,Never,Cries,A,1998
2277	Drama	Somewhere,in,the,City,1997
2278	Action,Crime,Thriller	Ronin,1998
2279	Horror,Thriller	Urban,Legend,1998
2280	Crime	Clay,Pigeons,1998
2281	Crime	Monument,Ave.,1998
2282	Comedy,Drama	Pecker,1998
2283	Drama	Sheltering,Sky,The,1990
2284	Drama	Bandit,Queen,1994
2285	Drama	If....,1968
2286	Comedy	Fiendish,Plot,of,Dr.,Fu,Manchu,The,1980
2287	Sci-Fi,Thriller,War	Them!,1954
2288	Action,Horror,Sci-Fi,Thriller	Thing,The,1982
2289	Comedy,Drama	Player,The,1992
2290	Comedy,Drama	Stardust,Memories,1980
2291	Drama,Romance	Edward,Scissorhands,1990
2292	Romance	Overnight,Delivery,1996
2293	Drama	Shadrach,1998
2294	Animation,Children's	Antz,1998
2295	Comedy	Impostors,The,1998
2296	Comedy	Night,at,the,Roxbury,A,1998
2297	Drama,Romance	What,Dreams,May,Come,1998
2298	Thriller	Strangeland,1998
2299	Comedy	Battle,of,the,Sexes,The,1959
2300	Comedy,Musical	Producers,The,1968
2301	Comedy	History,of,the,World:,Part,I,1981
2302	Comedy	My,Cousin,Vinny,1992
2303	Drama,Musical	Nashville,1975
2304	Drama	Love,Is,the,Devil,1998
2305	Drama	Slam,1998
2306	Comedy	Holy,Man,1998
2307	Action,Drama	One,Tough,Cop,1998
2308	Action,Crime	Detroit,9000,1973
2309	Drama	Inheritors,The,Die,Siebtelbauern,1998
2310	Drama	Mighty,The,1998
2311	Mystery,Sci-Fi	2010,1984
2312	Drama	Children,of,a,Lesser,God,1986
2313	Drama	Elephant,Man,The,1980
2314	Drama	Beloved,1998
2315	Horror,Thriller	Bride,of,Chucky,1998
2316	Drama,Romance	Practical,Magic,1998
2317	Comedy	Alarmist,The,1997
2318	Comedy	Happiness,1998
2319	Comedy	Reach,the,Rock,1997
2320	Drama,Thriller	Apt,Pupil,1998
2321	Comedy	Pleasantville,1998
2322	Action,Adventure,Sci-Fi,Thriller,War	Soldier,1998
2323	Documentary	Cruise,The,1998
2324	Comedy,Drama	Life,Is,Beautiful,La,Vita,è,bella,1997
2325	Comedy	Orgazmo,1997
2326	Drama,Thriller	Shattered,Image,1998
2327	Horror	Tales,from,the,Darkside:,The,Movie,1990
2328	Horror	Vampires,1998
2329	Drama	American,History,X,1998
2330	Documentary	Hands,on,a,Hard,Body,1996
2331	Comedy,Romance	Living,Out,Loud,1998
2332	Crime,Drama	Belly,1998
2333	Drama	Gods,and,Monsters,1998
2334	Action,Thriller	Siege,The,1998
2335	Comedy	Waterboy,The,1998
2336	Drama	Elizabeth,1998
2337	Drama	Velvet,Goldmine,1998
2338	Horror,Mystery,Thriller	I,Still,Know,What,You,Did,Last,Summer,1998
2339	Comedy,Romance	I'll,Be,Home,For,Christmas,1998
2340	Romance	Meet,Joe,Black,1998
2341	Drama	Dancing,at,Lughnasa,1998
2342	Comedy	Hard,Core,Logo,1996
2343	Drama	Naked,Man,The,1998
2344	Action,Adventure,Drama,Thriller	Runaway,Train,1985
2345	Drama	Desert,Bloom,1986
2346	Sci-Fi,Thriller	Stepford,Wives,The,1975
2347	Action	Pope,of,Greenwich,Village,The,1984
2348	Drama	Sid,and,Nancy,1986
2349	Comedy,Thriller	Mona,Lisa,1986
2350	Comedy	Heart,Condition,1990
2351	Drama	Nights,of,Cabiria,Le,Notti,di,Cabiria,1957
2352	Comedy,Drama	Big,Chill,The,1983
2353	Action,Thriller	Enemy,of,the,State,1998
2354	Animation,Children's,Comedy	Rugrats,Movie,The,1998
2355	Animation,Children's,Comedy	Bug's,Life,A,1998
2356	Comedy	Celebrity,1998
2357	Drama	Central,Station,Central,do,Brasil,1998
2358	Drama	Savior,1998
2359	Comedy	Waking,Ned,Devine,1998
2360	Drama	Celebration,The,Festen,1998
2361	Comedy	Pink,Flamingos,1972
2362	Drama	Glen,or,Glenda,1953
2363	Action,Sci-Fi	Godzilla,Gojira,1954
2364	Action,Sci-Fi	Godzilla,Gojira,1984
2365	Action,Sci-Fi	King,Kong,vs.,Godzilla,Kingukongu,tai,Gojira,1962
2366	Action,Adventure,Horror	King,Kong,1933
2367	Action,Adventure,Horror	King,Kong,1976
2368	Action,Adventure,Horror	King,Kong,Lives,1986
2369	Comedy,Romance	Desperately,Seeking,Susan,1985
2370	Action,Adventure,Drama	Emerald,Forest,The,1985
2371	Comedy	Fletch,1985
2372	Comedy	Fletch,Lives,1989
2373	Action,Adventure	Red,Sonja,1985
2374	Comedy,Drama	Gung,Ho,1986
2375	Comedy	Money,Pit,The,1986
2376	Action	View,to,a,Kill,A,1985
2377	Horror,Sci-Fi	Lifeforce,1985
2378	Comedy	Police,Academy,1984
2379	Comedy	Police,Academy,2:,Their,First,Assignment,1985
2380	Comedy	Police,Academy,3:,Back,in,Training,1986
2381	Comedy	Police,Academy,4:,Citizens,on,Patrol,1987
2382	Comedy	Police,Academy,5:,Assignment:,Miami,Beach,1988
2383	Comedy	Police,Academy,6:,City,Under,Siege,1989
